,Unnamed: 0,Year,State,Replacement Ratio 1,Replacement Ratio 2,Recipiency Rate,Average WBA,Minimum WBA,Maximum WBA,Average Weekly Wage,Region,Annual Regional CPI-U,Annualized State Inflation Rate,MET,"Real Average WBA (regional, 2000 base)","Real Minimum WBA (regional, 2000 base)","Real Maximum WBA (regional, 2000 base)","Real Average WBA (state, 2000 base)","Real Minimum WBA (state, 2000 base)","Real Maximum WBA (state, 2000 base)","Real Average WBA (regional, 2023 base)","Real Minimum WBA (regional, 2023 base)","Real Maximum WBA (regional, 2023 base)","Real Average WBA (state, 2017 base)","Real Minimum WBA (state, 2017 base)","Real Maximum WBA (state, 2017 base)"
1099,1099,2021,FL,0.371,0.309,0.20357189251709,239.22,32.0,275.0,773.36,South,261.259,,"1½ x HQW; minimum $3,400; wages in 2 qtrs",153.1,20.48,175.99,,,,271.42,36.31,312.01,,,
1100,1100,2021,GA,0.456,0.399,0.51045773722947,285.72,55.0,365.0,715.81,South,261.259,,Wages in 2 qtrs & 150% x HQW or HQW divided by 21 for WBA w/ total earnings in 2 qtrs totaling at least 40 x WBA,182.85,35.2,233.59,,,,324.18,62.4,414.13,,,
1105,1105,2021,IN,0.331,0.311,0.34423155053115,260.82,37.0,390.0,838.9,Midwest,252.242,,"1½ x HQW totaling at least $2,500 in last 2 qtrs; not less than $4,200 in BP",174.02,24.69,260.21,,,,292.38,41.48,437.18,,,
1110,1110,2021,MD,0.432,0.372,0.25355248916307,335.63,50.0,430.0,901.69,South,261.259,,"1½ x HQW; $1,176.01 in HQ; $1,800 in 2 qtrs",214.8,32.0,275.19,,,,380.8,56.73,487.87,,,
1112,1112,2021,MI,0.452,0.394,0.3674544602956,316.96,150.0,362.0,804.77,Midwest,252.242,,"Total BPW = 1½ x HQW; wages in at least 2 BP qtrs; at least $3,667 in HQ; or wages in at least 2 BP qtrs; BPW at least 20 x State AWW",211.48,100.08,241.53,,,,355.31,168.15,405.8,,,
1114,1114,2021,MO,0.36,0.316,0.30859849301198,261.6,35.0,320.0,827.23,Midwest,252.242,,"1½ x HQW; $1,500 in 1 qtr; or wages in 2 qtrs of BP = 1½ maximum taxable wage base",174.54,23.35,213.51,,,,293.25,39.23,358.72,,,
1115,1115,2021,MS,0.376,0.333,0.30496064185102,198.03,30.0,235.0,595.36,South,261.259,,40 x WBA; $780 in HQ; wages in 2 qtrs,126.73,19.2,150.39,,,,224.68,34.04,266.63,,,
1120,1120,2021,NH,0.369,0.333,0.27274056648603,292.7,100.0,427.0,877.84,Northeast,283.557,,"$2,800; $1,400 in each of 2 qtrs",185.18,63.27,270.15,,,,323.9,110.66,472.52,,,
1124,1124,2021,NY,0.404,0.365,0.43751997613245,348.84,108.0,504.0,955.79,Northeast,283.557,,"1½ x HQW; $2,700 in HQ",220.7,68.33,318.87,,,,386.03,119.51,557.73,,,
1133,1133,2021,TN,0.36,0.329,0.25457781488838,230.55,30.0,275.0,699.94,South,261.259,,40 x WBA; $780.01 avg wages in highest 2 qtrs; BPW outside HQW > the lesser of 6 x WBA or $900,147.55,19.2,175.99,,,,261.58,34.04,312.01,,,
1136,1136,2021,VA,0.381,0.31,0.28126026163146,300.69,60.0,378.0,969.84,South,261.259,,"$3,000 in highest 2 qtrs of BP",192.43,38.4,241.91,,,,341.16,68.08,428.88,,,
1139,1139,2021,WI,0.42,0.377,0.51973687225711,299.7,54.0,370.0,794.93,Midwest,252.242,,"35 x WBA, HQ >$1,350 and 4 x WBA outside HQ",199.96,36.03,246.87,,,,335.96,60.53,414.77,,,
1142,1142,2022,AK,0.297,0.264,0.28033838637558,271.71,56.0,370.0,1029.61,West,310.509,,"$2,500; wages in 2 qtrs, at least $250 outside HQ",152.96,31.53,208.29,,,,283.37,58.4,385.88,,,
1143,1143,2022,AL,0.369,0.317,0.090730472695192,242.41,45.0,275.0,765.64,South,283.666,,1½ x HQW,142.88,26.52,162.09,,,,253.31,47.02,287.37,,,
1145,1145,2022,AZ,0.355,0.301,0.12529229951183,257.85,200.0,240.0,857.17,West,310.509,,1½ x HQW and 390 x minimum wage in effect in 1 qtr; or wages in 2 qtrs with wages in 1 qtr sufficient to qualify for maximum WBA and total BPW ≥ taxable wage base,145.16,112.59,135.11,,,,268.92,208.58,250.3,,,
1146,1146,2022,CA,0.42,0.332,0.41830460101615,366.83,40.0,450.0,1105.74,West,310.509,,"$1,300 in HQ, or $900 in HQ with BPW = 1¼ x HQ",206.51,22.52,253.33,,,,382.57,41.72,469.31,,,
1150,1150,2022,DE,0.385,0.353,0.16974636055435,316.11,20.0,400.0,894.61,South,283.666,,36 x WBA,186.32,11.79,235.77,,,,330.32,20.9,417.99,,,
1151,1151,2022,FL,0.35,0.295,0.11512414105984,251.2,32.0,275.0,850.42,South,283.666,,"1½ x HQW; minimum $3,400; wages in 2 qtrs",148.06,18.86,162.09,,,,262.5,33.44,287.37,,,
1152,1152,2022,GA,0.411,0.337,0.23061997605203,327.49,55.0,365.0,972.52,South,283.666,,Wages in 2 qtrs & 150% x HQW or HQW divided by 21 for WBA w/ total earnings in 2 qtrs totaling at least 40 x WBA,193.03,32.42,215.14,,,,342.22,57.47,381.41,,,
1157,1157,2022,IN,0.339,0.309,0.19956393549573,297.24,37.0,390.0,962.83,Midwest,272.401,,"1½ x HQW totaling at least $2,500 in last 2 qtrs; not less than $4,200 in BP",183.65,22.86,240.96,,,,308.54,38.41,404.83,,,
1162,1162,2022,MD,0.422,0.371,0.18509677016646,357.52,50.0,430.0,962.74,South,283.666,,"1½ x HQW; $1,176.01 in HQ; $1,800 in 2 qtrs",210.73,29.47,253.45,,,,373.6,52.25,449.34,,,
1164,1164,2022,MI,0.417,0.361,0.21398061552013,336.14,157.0,362.0,929.96,Midwest,272.401,,"Total BPW = 1½ x HQW; wages in at least 2 BP qtrs; at least $3,830 in HQ; or wages in at least 2 BP qtrs; BPW at least 20 x State AWW",207.68,97.0,223.66,,,,348.92,162.97,375.77,,,
1166,1166,2022,MO,0.356,0.312,0.19175565318682,277.28,35.0,320.0,888.04,Midwest,272.401,,"1½ x HQW; $1,500 in 1 qtr; or wages in 2 qtrs of BP = 1½ maximum taxable wage base",171.31,21.62,197.71,,,,287.82,36.33,332.17,,,
1167,1167,2022,MS,0.354,0.309,0.11618501197934,216.58,30.0,235.0,701.99,South,283.666,,40 x WBA; $780 in HQ; wages in 2 qtrs,127.66,17.68,138.52,,,,226.32,31.35,245.57,,,
1172,1172,2022,NH,0.332,0.285,0.11174902006499,331.71,32.0,427.0,1165.12,Northeast,303.32,,"$2,800; $1,400 in each of 2 qtrs",196.19,18.93,252.55,,,,343.16,33.1,441.73,,,
1176,1176,2022,NY,0.393,0.349,0.35029301597454,383.06,116.0,504.0,1098.68,Northeast,303.32,,"1½ x HQW; $2,900 in HQ",226.56,68.61,298.09,,,,396.28,120.0,521.39,,,
1185,1185,2022,TN,0.33,0.285,0.10360677793638,246.99,30.0,275.0,865.9,South,283.666,,40 x WBA; $780.01 avg wages in highest 2 qtrs; BPW outside HQW > the lesser of 6 x WBA or $900,145.58,17.68,162.09,,,,258.1,31.35,287.37,,,
1188,1188,2022,VA,0.381,0.318,0.10695091342028,327.24,60.0,378.0,1028.49,South,283.666,,"$3,000 in highest 2 qtrs of BP",192.88,35.37,222.8,,,,341.96,62.7,395.0,,,
1191,1191,2022,WI,0.39,0.345,0.27706521352059,327.65,54.0,370.0,950.62,Midwest,272.401,,"35 x WBA, HQ >$1,350 and 4 x WBA outside HQ",202.43,33.36,228.6,,,,340.11,56.05,384.07,,,
1194,1194,2023,AK,0.296,0.268,0.25752923948659,281.56,56.0,370.0,1052.57,West,323.834,,"$2,500; wages in 2 qtrs, at least $250 outside HQ",151.98,30.23,199.72,,,,281.56,56.0,370.0,,,
1195,1195,2023,AL,0.348,0.298,0.16210600732159,250.84,45.0,275.0,840.36,South,296.422,,1½ x HQW,141.49,25.38,155.12,,,,250.84,45.0,275.0,,,
1197,1197,2023,AZ,0.366,0.301,0.18118094005813,310.48,216.0,320.0,1030.7,West,323.834,,1½ x HQW and 390 x minimum wage in effect in 1 qtr; or wages in 2 qtrs with wages in 1 qtr sufficient to qualify for maximum WBA and total BPW ≥ TWB,167.59,116.59,172.73,,,,310.48,216.0,320.0,,,
1198,1198,2023,CA,0.372,0.281,0.4235679889213,384.56,40.0,450.0,1370.95,West,323.834,,"$1,300 in HQ, or $900 in HQ with BPW = 1¼ x HQ",207.58,21.59,242.9,,,,384.56,40.0,450.0,,,
1202,1202,2023,DE,0.443,0.431,0.22770352778857,347.81,20.0,400.0,807.09,South,296.422,,36 x WBA,196.19,11.28,225.62,,,,347.81,20.0,400.0,,,
1203,1203,2023,FL,0.33,0.263,0.11610048131653,261.28,32.0,275.0,991.91,South,296.422,,"1½ x HQW; minimum $3,400; wages in 2 qtrs",147.38,18.05,155.12,,,,261.28,32.0,275.0,,,
1204,1204,2023,GA,0.37,0.29,0.18944505176572,340.57,55.0,365.0,1175.28,South,296.422,,Wages in 2 qtrs & 150% x HQW or HQW divided by 21 for WBA w/ total earnings in 2 qtrs totaling at least 40 x WBA,192.1,31.02,205.88,,,,340.57,55.0,365.0,,,
1209,1209,2023,IN,0.398,0.341,0.19771153187605,327.34,37.0,390.0,960.74,Midwest,282.76,,"1½ x HQW totaling at least $2,500 in last 2 qtrs; not less than $4,200 in BP",194.83,22.02,232.13,,,,327.34,37.0,390.0,,,
1214,1214,2023,MD,0.412,0.346,0.29437003375761,383.83,50.0,430.0,1109.31,South,296.422,,"1½ x HQW; $1,176.01 in HQ; $1,800 in 2 qtrs",216.5,28.2,242.55,,,,383.83,50.0,430.0,,,
1216,1216,2023,MI,0.4,0.343,0.24651651297538,341.75,160.0,362.0,996.91,Midwest,282.76,,"Total BPW = 1½ x HQW; wages in at least 2 BP qtrs; at least $3,919 in HQ; or wages in at least 2 BP qtrs; BPW at least 20 x State AWW",203.41,95.23,215.46,,,,341.75,160.0,362.0,,,
1218,1218,2023,MO,0.344,0.288,0.18568680767517,287.44,35.0,320.0,997.5,Midwest,282.76,,"1½ x HQW; $1,500 in 1 qtr; or wages in 2 qtrs of BP = 1½ maximum TWB",171.09,20.83,190.47,,,,287.44,35.0,320.0,,,
1219,1219,2023,MS,0.339,0.299,0.17186748962066,221.87,30.0,235.0,741.62,South,296.422,,40 x WBA; $780 in HQ; wages in 2 qtrs,125.15,16.92,132.55,,,,221.87,30.0,235.0,,,
1224,1224,2023,NH,0.342,0.278,0.15501435193426,366.89,32.0,427.0,1319.36,Northeast,313.786,,"$2,800; $1,400 in each of 2 qtrs",209.76,18.3,244.13,,,,366.89,32.0,427.0,,,
1228,1228,2023,NY,0.385,0.302,0.40865145769532,415.08,124.0,504.0,1373.77,Northeast,313.786,,"1½ x HQW; $3,100 in HQ",237.31,70.89,288.15,,,,415.08,124.0,504.0,,,
1237,1237,2023,TN,0.31,0.272,0.13896056199153,254.39,30.0,275.0,935.38,South,296.422,,40 x WBA; $780.01 avg wages in highest 2 qtrs; BPW outside HQW > the lesser of 6 x WBA or $900,143.49,16.92,155.12,,,,254.39,30.0,275.0,,,
1240,1240,2023,VA,0.363,0.296,0.13264553484314,346.06,60.0,378.0,1169.34,South,296.422,,"$3,000 in highest 2 qtrs of BP",195.2,33.84,213.21,,,,346.06,60.0,378.0,,,
1243,1243,2023,WI,0.374,0.325,0.28729058154534,342.65,54.0,370.0,1053.13,Midwest,282.76,,"35 x WBA, HQ >$1,350 and 4 x WBA outside HQ",203.95,32.14,220.23,,,,342.65,54.0,370.0,,,
